title,link,date,summary,description
Specialised prosecutors met at Eurojust to combat human trafficking,https://home-affairs.ec.europa.eu/news/specialised-prosecutors-met-eurojust-combat-human-trafficking-2025-09-25_en,25 September 2025,The meeting focused on the latest developments in this area and on how to reinforce judicial cooperation and improve prosecution for trafficking in human beings.,"On 25 September, the EU Anti-Trafficking Coordinator and the Chair of Eurojust’s Anti-Trafficking Team co-hosted the 4th annual meeting of the Focus Group of specialised prosecutors combating trafficking in human beings. The meeting focused on the latest developments in this area and on how to reinforce judicial cooperation and improve prosecution for trafficking in human beings.
Prosecutors discussed trafficking in human beings for the purpose of organ removal, the role of AI in human trafficking, and challenges and best practices in cross-border investigations and judicial cooperation on cases of trafficking involving child victims.
The EU Anti-Trafficking Coordinator, Diane Schmitt stressed that the EU Anti-trafficking policy must be able to respond to the evolving geopolitical and threat landscape, in particular to the emerging forms of exploitation and the links with other crime areas and the challenges posed by new technologies. She added that it is of critical importance that all these new developments are taken into account in criminal judicial responses and that everything is done to prosecute and convict those behind this terrible crime. This also implies strong judicial and law enforcement cooperation.
Specialised prosecutors unite at Eurojust to combat human trafficking"
Commissioner Jørgensen in Greenland to deepen cooperation with the EU,https://energy.ec.europa.eu/news/commissioner-jorgensen-greenland-deepen-cooperation-eu-2025-09-25_en,25 September 2025,Commissioner for Energy and Housing Dan Jørgensen is in Greenland to reinforce the EU’s mutually beneficial partnership with the country.,"Commissioner for Energy and Housing Dan Jørgensen is in Greenland to reinforce the EU’s mutually beneficial partnership with the country.
His visit follows the Commission’s proposal to double EU funding for Greenland under the next long-term budget (2028-2034).  Under the Commission’s next MFF proposal, Greenland will also be eligible for the proposed Competitiveness Fund, which will channel EU funds towards strategic technologies, including in the decarbonisation domain.
Yesterday, the Commissioner met with the Premier of Greenland, Jens Frederik Nielsen, and the Greenlandic Minister for Business, Raw Materials, Energy, Justice, and Gender Equality Naaja Nathanielsen on how the EU and Greenland can work together to harness the potential of clean energy sources and critical raw materials, and push forward the green transition while creating new economic opportunities for Greenland.
He also exchanged on energy cooperation with the CEO of NunaGreen, the company responsible for expansion of renewable energy in the country, and with Greenland’s national utility company Nukissiorfiit.
He visited the first and largest hydropower project of the country, the Buksefjorden hydroelectric power plant, for which support by the European Investment Bank is under discussion.
Yesterday, Commissioner Jørgensen also discussed EU-Greenland relations with the Head of the Nasiffik Centre for Foreign and Security Policy at the University of Greenland.
Today, he will continue discussions on strengthening cooperation on the green transition with representatives of the Ministry of Business, Raw Materials, Energy, Justice and Gender Equality, including Permanent Secretary Jørgen Hammecken Holm.
Commissioner Jørgensen said:
'The EU and Greenland have a shared interest in building a stronger partnership together: for our security, our independence and our competitiveness. I am glad to be here and exchange with the authorities and stakeholders to see how we can concretely move things forward. Clean energy, green growth, digitalisation and education are key areas for deeper cooperation. And by untapping the potential of critical raw materials and clean energy sources, we can drive the green transition in a mutually beneficial way for a sustainable economic growth in Greenland.'
More information is available on the dedicated website for the calendars of the members of the College. Audiovisual coverage of the visit is equally available on the EBS portal."
Commission opens investigation into possible anticompetitive practices by SAP regarding maintenance and support services for its popular business management software,https://competition-policy.ec.europa.eu/about/news/commission-opens-investigation-possible-anticompetitive-practices-sap-regarding-maintenance-and-2025-09-25_en,25 September 2025,"The European Commission has opened a formal investigation to assess whether SAP may have distorted competition in the aftermarket for maintenance and support services related to an on-premises type of software, licensed by SAP, used for the management of companies' business operations","The European Commission has opened a formal investigation to assess whether SAP may have distorted competition in the aftermarket for maintenance and support services related to an on-premises type of software, licensed by SAP, used for the management of companies' business operations and called Enterprise Resource Planning (‘ERP'), in the European Economic Area (‘EEA'). In parallel to the opening of proceedings, the Commission has adopted a Preliminary Assessment summarising the main facts of the case and identifying its competition concerns. To address the Commission's concerns, SAP may now submit commitments.
SAP is a German-based multinational corporation which develops software applications for companies to manage their business operations. This includes ERP software, which supports business functions such as managing corporate finances, human resources and project management. SAP's ERP software can be provided on-premises - when the software runs on the customer's own servers - or via the cloud - when it is hosted on SAP's servers and delivered over the internet. SAP also provides maintenance and support services for its ERP software, which include regular updates and technical assistance for its business customers to keep the software operational. Other companies also provide maintenance and support services for SAP's on-premises ERP software, in competition with SAP, often against better commercial conditions, such as price.
The Commission's preliminary investigation takes issue with the following four practices implemented by SAP in the EEA aftermarket for the maintenance and support services of SAP's on-premises ERP software, on which the Commission preliminary considers that SAP holds a dominant position:
The Commission is concerned that SAP may have restricted competition from third-party providers of maintenance and support services of SAP's on-premises ERP software in the EEA. The Commission is also concerned that the practices implemented by SAP constitute exploitative conduct vis-à-vis SAP's customers that may be qualified as unfair trading conditions.
The Commission will now carry out its in-depth investigation as a matter of priority. The opening of a formal investigation does not prejudge its outcome.
Background
Article 102 of the Treaty on the Functioning of the European Union prohibits the abuse of a dominant position that may affect trade within the EU and prevent or restrict competition. The implementation of this provision is defined in Regulation 1/2003.
A Preliminary Assessment summarises the main facts of the case and identifies the competition concerns of the Commission. To meet these concerns, the addressee of the Preliminary Assessment may offer commitments in line with Article 9(1) of Regulation 1/2003, which allows the Commission to conclude antitrust proceedings by accepting commitments offered by a company. Such a decision does not reach a conclusion as to whether there is an infringement of EU antitrust rules, but legally binds the company to respect the commitments submitted.
Article 11(6) of Regulation 1/2003 provides that the opening of proceedings by the Commission relieves the competition authorities of the Member States of their competence to apply EU competition rules to the practices concerned. Article 16(1) further provides that national courts must avoid adopting decisions which would conflict with a decision contemplated by the Commission in proceedings it has initiated.
There is no legal deadline for bringing an antitrust investigation to an end. The duration of an antitrust investigation depends on a number of factors, including the complexity of the case, the extent to which the companies concerned cooperate with the Commission and the parties' exercise of the rights of defense.
More information on the investigation will be available on the Commission's competition website, in the public case register under the case number AT.40823.
Thousands of companies across Europe use SAP’s software to run their business, as well as its related maintenance and support services. We are concerned that SAP may have restricted competition in this crucial aftermarket, by making it harder for rivals to compete, leaving European customers with fewer choices and higher costs. This is why we want to have a closer look at SAP’s potentially distortive business practices, to make sure that companies that rely on SAP’s software can freely choose the maintenance and support services that best fits their business needs.
Share this page:"
EU and Ukraine extend road transport agreement until 31 March 2027,https://transport.ec.europa.eu/news-events/news/eu-and-ukraine-extend-road-transport-agreement-until-31-march-2027-2025-09-25_en,25 September 2025,The EU and Ukraine decided today to extend the validity of their current road transport agreement.,"The EU and Ukraine decided today to extend the validity of their current road transport agreement until 31 March 2027.
Originally signed on 29 June 2022 following Russia's full-scale invasion of Ukraine, the Agreement facilitates Ukraine's access to global markets by enabling smoother transit through EU countries and strengthening trade links with the EU market. It has significantly boosted road trade between Ukraine and the EU, benefiting both economies.
By partly liberalising road freight transport through giving transit and bilateral transport rights to Ukrainian and EU hauliers for their respective territories, the agreement helps better anchoring the Ukrainian market into the EU. The agreement also continues to play a role in the context of the EU-Ukraine Solidarity Lanes, facilitating the transport of vital goods like fuel and humanitarian aid, while enabling Ukrainian exports such as grain, ores, and steel to reach the EU and world markets.
Finally, the agreement still contributes to a significant reduction of the burden for the transport industry and authorities both in Ukraine and EU Member States, as it removed the need to issue permits for operations under the agreement.
As Ukraine advances on its European path and following requests by some Member States, it will also need to progressively align its road transport legislation with the EU road transport law. This will contribute to ensuring a level-playing field in the road transport sector.
Background
Eurostat data show that EU–Ukraine road trade has grown strongly since the Agreement entered into force. In 2024, EU road imports from Ukraine reached 7.7 million tonnes (+13% vs. 2021), worth EUR 10.1 billion (+12%). Road exports rose to 7.6 million tonnes (+11%), with value jumping by 48% to EUR 33.4 billion.
These trends are mirrored nationally, especially in neighbouring states. Poland’s road exports to Ukraine were 85% higher in 2024 than in 2021, Romania’s 124% higher, and Slovakia’s 106% higher. Imports also grew, though more moderately, leaving all three countries with significant positive trade balances (EUR 8.2 bn for Poland, EUR 677 m for Romania, EUR 803 m for Slovakia)."
EU and ICAO mark milestone in sustainable aviation fuels project,https://transport.ec.europa.eu/news-events/news/eu-and-icao-mark-milestone-sustainable-aviation-fuels-project-2025-09-25_en,25 September 2025,"A special ceremony was held during the 42nd ICAO Assembly, to mark the completion of three EU funded studies under the International Civil Aviation Organization’s capacity building and training programme for sustainable aviation fuels (ACT-SAF).","A special ceremony was held today during the 42nd ICAO Assembly, to mark the completion of three EU funded studies under the International Civil Aviation Organization’s capacity building and training programme for sustainable aviation fuels (ACT-SAF). The studies – a business implementation study for South Africa, and SAF feasibility studies for Ethiopia and India – represent an important step in advancing the global uptake of sustainable aviation fuels (SAF).
Today’s event brought together European Commissioner for Sustainable Transport and Tourism Apostolos Tzitzikostas, Director-General for Mobility and Transport Magda Kopczyńska, ICAO Secretary-General Juan Carlos Salazar, and high-level representatives from South Africa, Ethiopia and India.
Commissioner for Sustainable Transport and Tourism, Apostolos Tzitzikostas, stated: ""These three completed studies show how international partnerships can turn ambition into action. Through ACT-SAF and in line with ICAO’s no country left behind strategic goal, we are ensuring that all states – regardless of size or geography – have the opportunity to develop sustainable aviation fuels, and contribute to global climate goals.""
This ACT-SAF project, with a total budget of €4 million financed by the EU, aims to help partner countries reduce CO2 emissions from international aviation through SAF development. Implemented jointly by ICAO and the European Union Aviation Safety Agency (EASA), the initiative covers 15 States across Africa and Asia, supporting feasibility studies, business cases and capacity-building activities."
How to shine during a group interview,https://eures.europa.eu/how-shine-during-group-interview-2025-09-25_en,25 September 2025,Have you been called in for an interview? Great news! But what if you discover that you will be attending… a group interview? We’ve got you covered.,"Group interviews are a somewhat obscure concept to job applicants. What is their purpose? How will you be assessed? And how are you expected to stand out among a number of other candidates attending the same interview as you? Some might consider these types of interviews the lazy employer’s way to save time by batching many candidates together. But this isn’t exactly the case.
Why a group interview?
Group interviews are a way for employers to screen multiple candidates at once and assess skills such as communication, teamwork, decision-making and leadership. They are more common for client-facing roles, for example in retail, hospitality and food service, where such competencies are front and centre. This format is seen as a simulation of what the role will actually involve, and candidates are assessed according to how they perform under ‘realistic’ conditions. Group interviews might be conducted to evaluate candidates for one role, or for many different roles.
What should I expect?
The interview might involve common interview questions, and it might also include group tasks, such as problem-solving exercises. Anticipate questions that are intended to test how present you are in a group setting. For example: ‘Who would you hire out of this group and why?’ or ‘What would you recommend this candidate improve on to increase their chances of being hired for this role?’ Remember that you will be assessed both on how you carry yourself within a group and on how you interact with and listen to others.
How, then, can I stand out?
Group interviews can be challenging and stressful. To help you navigate this tricky scenario and impress the interviewers, here are some tips on how to prepare and perform well in this interview format.
First of all, do your research on the company and the role you are applying for. This will help you present yourself confidently and show your interest and enthusiasm. It will also help you cope with the pressure of being in a group of strangers, as you will have some background knowledge and expectations of what the interview will entail.
Be original: don’t just repeat what others have said or give generic answers; instead, try to showcase your unique skills and experiences that are relevant to the role. You can also build on someone else’s answer by adding your own insights or examples. This way, you demonstrate your ability to listen, cooperate and contribute to the discussion.
Take the lead. One of the skills that employers look for in a group interview is leadership. If you have the chance to take the lead in a question, an opinion, a point or a task, don’t hesitate to do so. This shows that you are proactive, confident and capable of handling responsibility. However, be careful not to dominate the conversation or overshadow the others. You should also respect the opinions and inputs of your co-interviewees and give them space to express themselves.
Finally, be a team player. Employers want to see that you can work well with others, even if you don’t know them or agree with them. Engage with your co-interviewees, using their names, acknowledging their points and supporting their ideas. Treat them as your teammates, not as competitors. By being a team player, you show that you are collaborative, adaptable and respectful.
Do you have an interview scheduled? Read more about how to impress employers in job interviews.
Related links:
EURES - Hints and tips for jobseekers
Read more:
European Job Days
Find EURES Advisers
Living and working conditions in EURES countries
EURES Jobs Database
EURES services for employers
EURES Events Calendar
Upcoming Online Events
EURES on Facebook
EURES on X
EURES on LinkedIn
EURES on Instagram"
All-Atlantic Forum 2025 launches two major initiatives for coastal resilience and scientific collaboration,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/all-atlantic-forum-2025-launches-two-major-initiatives-coastal-resilience-and-scientific-2025-09-25_en,25 September 2025,Commission hosts in Brussels this annual event fostering collaboration and uniting scientists from around the Atlantic Ocean,"The European Union chaired the annual gathering of the All-Atlantic Ocean Research and Innovation Alliance (AAORIA) in Brussels on 25 and 26 September. This annual forum builds on more than a decade of trans-Atlantic Ocean science cooperation, spanning from the Arctic to the Antarctic.
In addition to sessions on ocean observation and modelling, ocean literacy and polar science, two major initiatives were launched:
In his keynote speech, James Honeyborne, executive producer of the documentary series “Our Oceans”, emphasised the power of storytelling in showing how science is addressing our shared challenges. He also highlighted the need for a collective action for the Ocean through networks such as AAORIA.
Many of the attendees of the conference were ‘Early Career Ocean Professionals’ (ECOPs) actively contributing to AAORIA’s intergenerational activities.
The Forum brought together around 400 participants, ranging from scientists to policymakers and Ocean actors from the EU and its 12 AAORIA Partners, which now includes Ghana, AAORIA’s newest Partner who joined in 2025.
The All-Atlantic Ocean Research & Innovation Alliance is an ocean science diplomacy initiative uniting countries across the Atlantic to generate the knowledge needed for effective ocean policy, governance, and management at local, regional, and international scales. Guided by the All-Atlantic Declaration, signed in 2022, its Partners are Argentina, Brazil, Cabo Verde, Canada, the European Union, Ghana, Iceland, Morocco, Norway, Senegal, South Africa, the United Kingdom and the United States.
The recording of the Forum will be available on the All-Atlantic website together with more information on how to participate in the follow-up actions of AAORIA.
International policy on Ocean research"
India and EU Launch Ideathon on Marine Plastic Litter under Trade and Technology Council Working Group 2,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/india-and-eu-launch-ideathon-marine-plastic-litter-under-trade-and-technology-council-working-group-2025-09-25_en,25 September 2025,"The EU- India Ideathon invites applications from start-ups, researchers, businesses and other stakeholders in India and the European Union to co-develop practical and innovative solutions to address marine plastic litter.","Today, the India-EU Ideathon on “Combating Marine Plastic Litter” was formally launched. The event was jointly organised by the Office of the Principal Scientific Adviser (PSA) to the Government of India in partnership with the Delegation of the European Union to India, with the support of the India-EU Trade and Technology Council Working Group 2 on Green and Clean Energy Technologies.
The launch featured remarks by Dr. Parvinder Maini, Scientific Secretary, Office of the PSA, and Ms. Signe Ratso, Deputy Director-General for Research and Innovation at the European Commission.
Dr. Maini emphasised that the Ideathon is a collaborative effort to develop solutions that are both globally relevant and locally effective, reflecting the India-EU shared vision for tackling plastic pollution.
Ms. Ratso noted that the initiative strengthens EU-India cooperation on sustainability, bringing both regions together to address marine plastic pollution and its impacts on marine ecosystems, public health, and coastal economies.
Special remarks were delivered by Ms. Nienke Buisman, Head of the International Cooperation Unit at the Directorate-General for Research and Innovation, European Commission, and Dr. Rakesh Kaur, Adviser, Office of the PSA. Both encouraged participants to actively contribute ideas and explore collaborative pathways for addressing marine plastic litter.
A landscape of marine plastic litter in India and the European Union was presented by Prof. Hoysala N. Chanakya, Chief Research Scientist, Indian Institute of Science, Bangalore, and Mr. John Hanus, Directorate-General for Research and Innovation, European Commission, respectively.
The presentations highlighted prevailing challenges and ongoing research initiatives in both regions and emphasised the importance of a coordinated and sustained action to address the issue.
During the event mentors from India and the European Union outlined three challenges:
In total, more than seventy five participants joined from across India and the European Union, representing officials, researchers, start-ups, businesses, and civil society organisations.
Their presence enriched the discussions and provided valuable perspectives on addressing marine plastic pollution.
The Ideathon invites applications from start-ups, researchers, businesses and other stakeholders in India and the European Union to co-develop practical and innovative solutions to address marine plastic litter.
Applications for the Ideathon remain open until 2 October 2025. Interested participants may apply through the official website.
eu-indiaservicefacility [dot] eu (Contact us for further information)"
Rising trend of new childhood cancer cases in EU over time,https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/rising-trend-new-childhood-cancer-cases-eu-over-time-2025-09-25_en,25 September 2025,"The most common cancers among young children are leukaemias, central nervous system tumours and neuroblastomas.","The reported number of cancer cases in children and adolescents indicates a rising trend over time across the EU, according to new childhood cancer data published in the European Cancer Information System (ECIS).
In total, about 13,800 children and adolescents (6,200 girls and 7,600 boys) aged between 0 and 19 years old are estimated to have been diagnosed with cancer in 2022 for EU-27 countries, meaning that 1 in 326 children were diagnosed with the disease before their 20th birthday.
Sadly, over 2,100 children and adolescents (900 girls and 1,200 boys) were estimated to lose their lives due to cancer in 2022, resonating as a reminder that despite vast improvements in cancer survival rates in children and adolescents in Europe, much work still needs to be done to overcome this situation.
Although improved diagnostic techniques and cancer registration quality may contribute to the rising trend, researchers suggest that these factors cannot fully explain the observed rise, indicating a real increase in the number of cases. Certain infections and genetic traits can predispose a child to developing cancer, but, in contrast to cancer causes in adults, other risk factors for childhood cancers are poorly understood.
The types of cancers affecting children and adolescents vary with age. The most common cancers among young children (0–4 years old) are leukaemias, central nervous system tumours and neuroblastomas. In contrast, teenagers aged between 15 and 19 years old are more likely to develop lymphomas, central nervous system tumours, and other malignant epithelial tumours and melanomas.
This is quite different to the most common types of cancer affecting adults, such as breast, prostate, colorectal and lung cancers.
Incidence rates also vary with age. The highest overall cancer incidence is seen in the youngest children and in older children and adolescents.
Some cancers, like leukaemia, decrease with age while most other cancers, for example lymphomas, become more common.
Childhood cancer, while relatively rare compared with adult cancers, is a major public health priority in Europe due to its profound lifelong impact on survivors and their families.
Policy attention has grown significantly under Europe’s Beating Cancer Plan (2021), which identifies childhood cancer as an area requiring dedicated action, including the creation of the EU Network of Youth Cancer Survivors and targeted research investment through the EU Cancer Mission.
Between 2021-2024, around 20% of the EUR 490 million EU Cancer Mission budget powered cutting-edge research in youth cancer, across the entire cancer continuum.
Complementing this, the European Reference Network for Paediatric Oncology works to improve access to high-quality healthcare for children and adolescents with cancer.
At the same time, the European Health Data Space and the European Cancer Inequalities Registry highlight the critical role of high-quality, standardised data to monitor trends and inequalities in cancer prevention, care and outcomes, including access to timely diagnosis and treatment, and survivorship care across Member States.
The updated European ‘childhood incidence data’ section of the European Cancer Information System brings data together from across Europe. This allows policymakers and stakeholders in Member States to evaluate trends, geographic variations and outcomes for different diagnostic groups of childhood cancer."
Commission launches second call for strategic projects to secure critical raw materials supply,https://single-market-economy.ec.europa.eu/news/commission-launches-second-call-strategic-projects-secure-critical-raw-materials-supply-2025-09-25_en,25 September 2025,"Executive Vice-President for Prosperity and Industrial Strategy, Stéphane Séjourné today announced the launch of the second call for strategic projects to ensure a secure and sustainable supply of critical raw materials for European industry.","Executive Vice-President for Prosperity and Industrial Strategy, Stéphane Séjourné today announced the launch of the second call for strategic projects to ensure a secure and sustainable supply of critical raw materials for European industry.
The announcement was made from Kiruna, Sweden, and builds on the success of the first call, which selected 60 strategic projects.
The cut-off date for submissions is 15 January 2026, 12:00 (noon) CET. A dedicated online information session for interested promoters will be held on 9 October. Additional information is available on the strategic projects under the Critical Raw Materials Act website.
These strategic projects advance the implementation of the Critical Raw Materials Act, strengthening the EU's resilience by securing raw materials that are key for the green and digital transitions. They boost domestic production, diversify supply, and deepen mutually beneficial partnerships. To qualify, projects must meaningfully enhance supply security, be technically feasible, and ensure sustainable implementation. Selected projects benefit from faster permitting, as well as facilitated access to finance and offtakes. The Commission works closely with Member States and financial institutions to make these benefits a reality.
Executive Vice-President Séjourné said: ""With our first wave of strategic projects, the EU has shown the potential of boosting domestic extraction, refining, processing, and recycling within the EU, and of cooperating with partner countries, to reduce dependencies, strengthen economic security, and diversify supply. It is another key step towards European sovereignty. I now invite project promoters to submit more projects for all 17 strategic raw materials."""
VAT in the Digital Age: implementation strategy to support businesses and Member States,https://taxation-customs.ec.europa.eu/news/vat-digital-age-implementation-strategy-support-businesses-and-member-states-2025-09-24_en,24 September 2025,"The European Commission published its implementation strategy for the VAT in the Digital Age (ViDA) package, presenting actions to support businesses and Member States with the practical implementation of the EU’s VAT framework updates.","The ViDA package introduces new digital reporting requirements, addresses challenges in the platform economy sector with specific VAT adaptations, and develops a more streamlined single VAT registration process. The new implementation strategy highlights the different steps required for these measures to enhance the transparency of digital transactions, aligning them with the EU’s broader digital policies, and simplifying compliance for businesses operating across borders.
The implementation strategy provides a roadmap with key action points and dates, ensuring coordinated and effective application. By closely monitoring the integration of ViDA with other legislative efforts, the Commission seeks to fully realise the benefits of a modernised VAT system and strengthen the Single Market.
The ViDA package is expected to generate substantial economic benefits, ranging between EUR 172 billion and EUR 214 billion over a decade, including a significant EUR 51 billion in savings for businesses.
Read the full implementation strategy & learn more about ViDA: VAT in the Digital Age (ViDA)"
Better protection of surface and groundwater to strengthen EU water resilience,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_2197,24 September 2025,The Commission has welcomed a provisional political agreement reached between the Council and Parliament on a proposal to update the lists of water pollutants.,"The Commission welcomes the provisional political agreement reached yesterday between the European Parliament and the Council on the Commission proposal to update the lists of water pollutants. This revision ensures that the lists of water pollutants will be aligned with the latest scientific advice and that new substances will be monitored and more strictly controlled in surface waters and groundwater. Three pieces of EU legislation will be adapted accordingly: the Water Framework Directive, the Environmental Quality Standard Directive and the Groundwater Directive. The new measures will make the EU more water resilient and mark an important contribution towards its zero-pollution ambition.
New substances added to lists of water pollutants
New substances with well-documented harmful effects on the environment and human health will be added to the lists of water pollutants. These include:
In addition, the agreement updates the limits for pollutants already included in the lists. Furthermore, six substances no longer posing an EU-wide risk are moved to the lists of pollutants of national concern thanks to action taken to ban or restrict their use, in line with the latest scientific evidence.
New simplification measures
In the spirit of simplification, the agreement introduces certain short-term exemptions to the principle of non-deterioration of water quality and quantity. Member States will be able to apply a simplified procedure under certain conditions as long as pollution does not increase, and thus compromise environmental or health protection.
The agreement also reduces administrative burden for Member States by streamlining reporting requirements and making it easier to share monitoring data between Member States and the Commission through digital tools. The new rules also strengthen transboundary cooperation, ensuring mandatory downstream river basin warnings after incidents.
Next steps
The European Parliament and the Council will now have to formally adopt the new Directive, which will enter into force 20 days after its publication in the Official Journal of the EU.
Member States will then need to implement its requirements and transpose the amendments to the three relevant Directives: Water Framework Directive, the Environmental Quality Standard Directive and the Groundwater Directive, by 22 December 2027.
Background
The Commission adopted its proposal for a revised lists of pollutants in surface and groundwater on 26 October 2022. The Directive is a key element of the European Green Deal and the Zero Pollution Action Plan.
The Water Framework Directive (WFD) focuses on protecting and sustainably managing water resources. It requires Member States to use their River Basin Management Plans (RBMPs) and Programmes of Measures (PoMs) to protect and, where necessary, restore water bodies in order to reach good status, and to prevent deterioration. Good status means both good chemical and good ecological status.
The WFD is the primary legislation and is supported by two so-called daughter directives on the quality and quantity of groundwater – the Groundwater Directive (GWD) – and on the quality of surface water – the Environmental Quality Standards Directive (EQSD). This list of priority substances needs to be reviewed, and updated if necessary, every six years.
For More Information
Commission's proposal for an updated list of pollutants in surface and groundwater
Today’s agreement is an important step to achieve cleaner water for all Europeans. We are taking a big step forward to restrict pollution in water from PFAS, pesticides and other hazardous chemicals. This is in line with the ambition set out in the European Water Resilience Strategy to make Europe more water resilient. Clean water is good for people, good for the environment and good for our economy: an investment that will pay us back many times.
Share this page:"
The Road to Green 20: How do we combine urban development and quality of life?,https://environment.ec.europa.eu/news/video-how-do-we-combine-urban-development-quality-life-2025-09-24_en,24 September 2025,"In this latest 'The Road to Green' episode, Euronews explores how European cities are innovating with solutions to tackle environmental challenges.","Euronews is in Lisbon and Lahti this time round to see how they are pioneering solutions to combat climate challenges and enhance urban living, while taking citizens and businesses on board.
Since two-thirds of Europeans reside in urban areas, there is a pressing need to enhance air quality and make cities more resilient to the impacts of climate change. This episode shows how nature-based and circular solutions can do just that.
Lisbon, a vibrant southern city, is addressing the growing threat of heatwaves and rainstorms by transforming its urban landscape. The city plans to plant 240,000 trees and develop sponge city initiatives to boost biodiversity, manage stormwater effectively, and reduce the risk of flooding and rising temperatures.
Meanwhile, in Finland, Lahti is setting the standard for sustainability by turning its once most polluted lake into a symbol of environmental recovery.
Aiming for carbon neutrality by 2028 and reducing emissions by 80% across transport, energy and industry, Lahti is embracing a circular economy approach. Local businesses are key players in this transformation, collaborating to cut waste and adopt renewable energy sources.
These efforts show the important role that cities like Lisbon and Lahti play in building resilience and improving urban living conditions. Sustainable progress and economic growth can go hand in hand, promising long-term benefits for both citizens and the environment.
Watch the latest episode of 'The Road to Green' below to learn more.
Watch on Euronews here
Watch previous episodes from 'The Road to Green'
DG ENV co-finances the production of the Road to Green, while Euronews retain full editorial independence. Views and opinions expressed in the programme are solely those of the speakers and do not necessarily represent the views and opinions of the European Commission or any other entities.
With two-thirds of Europeans living in cities, the EU is taking action to improve urban quality of life by tackling pollution, climate impacts, and biodiversity loss. Targets include cutting premature deaths from air pollution by 55% by 2030 and reducing harmful noise, which affects 1 in 5 people.
Under the Nature Restoration Regulation, cities must prevent the loss of green space and tree cover by 2030, with increases required thereafter.
The EU is also strengthening urban water management through its Water Resilience Strategy, aiming to safeguard access to clean water and reduce the impact of droughts and floods.
The Green City Accord supports cities in delivering environmental improvements, offering guidance, visibility, and access to EU funding. Urban leadership is also recognised through the European Green Capital and Green Leaf awards, promoting local innovation for greener, healthier cities."
EU provides additional €50 million in emergency humanitarian aid to Palestine,https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/news/eu-provides-additional-eu50-million-emergency-humanitarian-aid-palestine-2025-09-24_en,24 September 2025,The EU's additional funding will help its humanitarian partners on the ground deliver life-saving assistance both in Gaza and the West Bank.,"The European Commission has released an additional €50 million* in humanitarian assistance to respond to the catastrophic humanitarian situation in Gaza and to address the rising humanitarian needs in the West Bank. This brings total EU emergency humanitarian aid in 2025 to €220 million to Gaza and the West Bank, including East Jerusalem, and to over €550 million since 2023.
The first ever famine has been confirmed in Gaza and the massive, forced displacement caused by the ongoing Gaza City military offensive is leaving families desperate for food, shelter, healthcare, and protection. In the occupied West Bank continued forced displacement, severe movement restrictions, and settler violence lead to acute humanitarian needs in protection, shelter, and access to basic services.
The EU's additional funding will help its humanitarian partners on the ground deliver life-saving assistance both in Gaza and the West Bank. Safe, unimpeded access for humanitarian workers is vital across Gaza, and civilians must be protected wherever they are.
Since October 2023, the EU has also organised 77 Humanitarian Airbridge flights and has shipped 5,037 tonnes of relief supplies, including medicines, medical supplies, shelter, water and sanitation, and educational items on behalf of humanitarian partners, EU Member States and from the EU's own stocks. Since 2024, the EU Civil Protection Mechanism, has also coordinated the medical evacuations of 306 patients throughout Europe.
Commissioner for Preparedness and Crisis Management, Hadja Lahbib, said:
‘Famine is now a reality in Gaza and the humanitarian situation is intolerable. The European Union is stepping up its response with an additional €50 million in emergency aid. But funding alone is not enough: civilians must be protected, humanitarian access must be guaranteed and international humanitarian law must be respected by all parties. The EU will continue to work with its partners to press for these obligations to be met and for a political solution that ends the suffering.’
In Gaza, over 1.9 million people (over 90% of the population) have been repeatedly forcibly displaced amid intensified Israeli bombardments, including in tents, hospitals and schools, ongoing ground confrontations, and recurrent forced displacement orders.
As of 22 August 2025, Famine (IPC Phase 5) has been confirmed in Gaza Governorate and projected to expand to Deir al- Balah and Khan Younis Governorates in late September. After months of relentless conflict, over half a million people in the Gaza Strip are facing catastrophic conditions, characterised by starvation, destitution and death. Another 1.07 million people, 54 percent of the population, are facing an Emergency or Crisis situation.
In the West Bank, the humanitarian situation continues to significantly worsen, due to, inter alia, rapid settlement expansion and legalisation heightening the risk of de facto annexation, Israeli military operations, and persistent Israeli settler attacks on Palestinian communities with at least 2,300 settler attacks in the West Bank.
Almost 40,000 people have been displaced since 1 January 2024.
*The allocation is subjected to the approval of the budgetary authority."
